Wall time,Step,Value
1691826205.0262072,19,7.252980709075928
1691826205.4258275,25,9.830282211303711
1691826206.462778,41,0.3459720313549042
1691826206.5911448,43,1.032801866531372
1691826206.7772596,46,2.0495944023132324
1691826207.4760628,57,6.39321231842041
1691826208.521137,72,12.833760261535645
1691826208.7490222,75,14.127519607543945
1691826210.3211813,95,5.906953811645508
1691826215.551039,156,8.768158912658691
1691826215.8162127,159,10.218159675598145
1691826216.5860324,168,14.499995231628418
1691826217.9559278,184,3.132814884185791
1691826218.1262438,186,4.1172099113464355
1691826221.8746297,230,5.456954002380371
1691826222.2962427,235,7.706954002380371
1691826223.5660598,250,13.942891120910645
1691826224.083218,256,15.99779224395752
1691826224.5709023,261,1.7123295068740845
1691826225.1857855,268,4.556856155395508
1691826225.716184,274,7.256856441497803
1691826228.7657526,309,5.006954193115234
1691826228.9360874,311,5.906953811645508
1691826229.6260607,319,9.506954193115234
1691826231.431014,340,1.3734452724456787
1691826232.1361864,348,4.120786190032959
1691826233.841147,368,12.241079330444336
1691826238.4468079,422,2.0495944023132324
1691826238.5309427,423,2.3872413635253906
1691826239.971175,440,9.956954002380371
1691826240.2411547,443,11.306954383850098
1691826240.5161219,446,12.593050003051758
1691826241.8021612,461,1.7123295068740845
1691826242.0610764,464,2.7569539546966553
1691826242.1507049,465,3.206954002380371
1691826243.021148,475,7.706954002380371
1691826244.6558738,494,15.545206069946289
1691826246.4811575,515,7.706954002380371
1691826247.9310305,532,14.747283935546875
1691826248.3776615,537,0.3459720313549042
1691826250.7408197,564,11.694869041442871
1691826251.6660907,574,15.320067405700684
1691826252.206351,580,1.3734452724456787
1691826252.8063982,587,4.106954097747803
1691826252.890796,588,4.5569539070129395
1691826255.7608137,621,1.7123295068740845
1691826255.93095,623,2.3872413635253906
1691826256.966151,635,7.706954002380371
1691826257.5658908,642,10.851408004760742
1691826257.6508453,643,11.280182838439941
1691826257.8170943,645,12.09689712524414
1691826258.0809133,648,13.23924732208252
1691826258.2510173,650,13.957850456237793
1691826259.2811277,662,2.0495944023132324
1691826260.141002,672,6.356954097747803
1691826263.855967,715,8.043404579162598
1691826264.5557597,723,11.643404960632324
1691826265.2557645,731,14.909193992614746
1691826266.2058687,740,1.3734452724456787
1691826267.3809142,753,6.370967388153076
1691826267.7260668,757,7.841383934020996
1691826268.531122,766,10.937784194946289
1691826268.877202,770,12.282879829406738
1691826269.0560842,772,12.949044227600098
1691826269.2407796,774,13.611053466796875
1691826269.876042,781,1.7123295068740845
1691826270.3059635,786,3.3965578079223633
