Wall time,Step,Value
1717404720.0032196,1,0.4111725091934204
1717404721.6622138,2,0.4175805151462555
1717404721.9342709,3,0.31379809975624084
1717404722.2088304,4,0.32843467593193054
1717404722.7002304,5,0.334553986787796
1717404723.0152981,6,0.30514299869537354
1717404724.8429682,7,0.40626537799835205
1717404725.7223175,8,0.34736302495002747
1717404727.5464578,9,0.3826707601547241
1717404729.2869925,10,0.3994847238063812
1717404731.0065644,11,0.38087233901023865
1717404732.089588,12,0.4123609960079193
1717404733.8688579,13,0.38948509097099304
1717404734.945604,14,0.4123609960079193
1717404735.9848433,15,0.4123609960079193
1717404737.802289,16,0.3874119520187378
1717404738.2031279,17,0.3359612822532654
1717404740.0461237,18,0.38448473811149597
1717404741.079308,19,0.4123609960079193
1717404741.7734044,20,0.3270343840122223
1717404742.402669,21,0.331658273935318
1717404744.1427884,22,0.28968751430511475
1717404746.009669,23,0.2915356159210205
1717404747.7568262,24,0.3301594853401184
1717404749.4908166,25,0.293151319026947
1717404751.259345,26,0.35303208231925964
1717404752.6644282,27,0.31210097670555115
1717404753.484972,28,0.3326239585876465
1717404754.5105507,29,0.36549413204193115
1717404755.498634,30,0.3872341215610504
1717404756.3837225,31,0.36782515048980713
1717404758.1374695,32,0.3469772934913635
1717404759.9977064,33,0.3625708222389221
1717404761.3393228,34,0.39777523279190063
1717404762.3918402,35,0.4123609960079193
1717404764.2691054,36,0.379548579454422
1717404766.1033247,37,0.36635836958885193
1717404767.1120458,38,0.4123609960079193
1717404769.0237849,39,0.37765952944755554
1717404770.8366768,40,0.37390050292015076
1717404773.158605,41,0.3893226683139801
1717404775.6973271,42,0.4339667558670044
1717404776.1290603,43,0.314280241727829
1717404778.048998,44,0.3899120092391968
1717404780.0889452,45,0.3743149936199188
1717404782.224296,46,0.4314553439617157
1717404784.023167,47,0.4370822608470917
1717404785.8834443,48,0.40891221165657043
1717404787.6129682,49,0.35718563199043274
1717404789.4725602,50,0.4083373546600342
1717404791.616043,51,0.4108365476131439
1717404793.7543628,52,0.4044584035873413
1717404794.9776394,53,0.35884150862693787
1717404795.5258443,54,0.34196892380714417
1717404795.934366,55,0.29624611139297485
1717404797.7431614,56,0.389911949634552
1717404799.5445642,57,0.4295801818370819
1717404800.569633,58,0.4123609960079193
1717404802.4344213,59,0.40766045451164246
1717404804.2714496,60,0.4307846426963806
1717404805.5255501,61,0.42969492077827454
1717404807.339672,62,0.4064844846725464
1717404809.1788611,63,0.41895467042922974
1717404810.6075873,64,0.3819524645805359
1717404812.474181,65,0.4380899667739868
1717404814.2900734,66,0.4339667558670044
1717404816.1363728,67,0.4250076413154602
1717404817.2574358,68,0.41603341698646545
1717404819.0985131,69,0.4052647352218628
1717404820.8818865,70,0.41268298029899597
1717404821.829886,71,0.4205465614795685
1717404823.588921,72,0.4080491065979004
1717404825.4098444,73,0.4026958644390106
1717404827.2441912,74,0.43333250284194946
1717404829.0853028,75,0.4265056550502777
1717404830.1853538,76,0.41499486565589905
1717404831.9218373,77,0.3816611170768738
1717404833.2830057,78,0.3539852797985077
1717404835.102719,79,0.4105759561061859
1717404836.1822393,80,0.41603341698646545
1717404837.9298213,81,0.36025866866111755
1717404839.7377796,82,0.3708122670650482
1717404840.9247725,83,0.34999725222587585
1717404842.6748803,84,0.34621551632881165
1717404844.462423,85,0.42895522713661194
1717404846.2916532,86,0.4024762511253357
1717404846.624175,87,0.3583589494228363
1717404848.4379141,88,0.4045614004135132
1717404850.3105743,89,0.4250076711177826
1717404850.6353862,90,0.3583589494228363
1717404852.5334582,91,0.39455026388168335
1717404854.3488007,92,0.41188448667526245
1717404855.4489331,93,0.4149740934371948
1717404855.9828413,94,0.3477277457714081
1717404857.0324254,95,0.41603341698646545
1717404858.8334923,96,0.407562255859375
1717404860.6868224,97,0.4105076193809509
1717404861.723922,98,0.4123609960079193
1717404863.5475223,99,0.43338334560394287
1717404865.3955755,100,0.4307846426963806
1717404866.9336991,101,0.3632441759109497
1717404868.79875,102,0.3924540579319
1717404870.6688368,103,0.35453659296035767
1717404871.7967043,104,0.4123609960079193
1717404873.293684,105,0.3819524645805359
1717404875.1226337,106,0.3943255543708801
1717404876.2183645,107,0.4123609960079193
1717404876.8041985,108,0.34196892380714417
1717404878.6467292,109,0.3986724317073822
1717404880.4960692,110,0.4105076193809509
1717404882.0518255,111,0.38669291138648987
1717404883.952261,112,0.3826630115509033
1717404884.3552763,113,0.30375435948371887
1717404885.4017835,114,0.41127729415893555
1717404886.491796,115,0.41603341698646545
1717404888.317183,116,0.40617236495018005
1717404889.8861413,117,0.37426501512527466
1717404891.6719425,118,0.40617236495018005
1717404893.3084452,119,0.4471653997898102
1717404895.8275342,120,0.4199247360229492
1717404897.6969025,121,0.4106341302394867
1717404899.5064464,122,0.409534752368927
1717404901.3201652,123,0.38686060905456543
1717404901.7626202,124,0.3133457601070404
1717404903.6019094,125,0.4105076193809509
1717404905.4397361,126,0.40875738859176636
1717404906.984429,127,0.3603868782520294
1717404908.7964902,128,0.40718314051628113
1717404910.6330059,129,0.38056498765945435
1717404912.4617448,130,0.3874877989292145
1717404914.3182783,131,0.3830651640892029
1717404915.374694,132,0.4123609960079193
1717404917.2021143,133,0.4111348092556
1717404919.0311491,134,0.42715317010879517
1717404920.107014,135,0.4123609960079193
1717404921.1608467,136,0.4123609960079193
1717404922.20925,137,0.4123609960079193
1717404923.3002577,138,0.4123609960079193
1717404924.0023212,139,0.36247000098228455
1717404925.0886693,140,0.4149740934371948
1717404925.772153,141,0.36247000098228455
1717404926.8498755,142,0.4123609960079193
1717404928.6522632,143,0.43207624554634094
1717404929.7142396,144,0.4123609960079193
